"key","name","entity_type","cui","count"
"congenital heart defects","congenital heart defects","DISEASE_DISORDER","","1"
"conglomerate of cystic-solid lesions","conglomerate of cystic-solid lesions","SIGN_SYMPTOM","","1"
"conglomerate of focal lesions","conglomerate of focal lesions","SIGN_SYMPTOM","","1"
"conglomerate of hyperechoic and isoechoic focal lesions with fluid spaces","conglomerate of hyperechoic and isoechoic focal lesions with fluid spaces","SIGN_SYMPTOM","","1"
"conglomerate of hypoechoic nodules","conglomerate of hypoechoic nodules","SIGN_SYMPTOM","","1"
"conglomerate of nodules","conglomerate of nodules","SIGN_SYMPTOM","","4"
"conglomerate of solid, isoechoic focal lesions","conglomerate of solid, isoechoic focal lesions","SIGN_SYMPTOM","","1"
"conservative dentistry clinic","conservative dentistry clinic","NONBIOLOGICAL_LOCATION","","1"
"considerable","considerable","SEVERITY","","4"
"considerable rise","considerable rise","LAB_VALUE","","1"
"consult a doctor","consult a doctor","CLINICAL_EVENT","","1"
"contact with the on-call urologist","contact with the on-call urologist","CLINICAL_EVENT","","1"
"contrast opacification","contrast opacification","SIGN_SYMPTOM","","3"
"cooling ointment","cooling ointment","MEDICATION","","1"
"cortical layer of the left tibia","cortical layer of the left tibia","BIOLOGICAL_STRUCTURE","","1"
"creams based on cholesterol with vitamins A and E","creams based on cholesterol with vitamins A and E","MEDICATION","","1"
"critical parameters analyser","critical parameters analyser","DIAGNOSTIC_PROCEDURE","","4"
"critical parameters panel","critical parameters panel","DIAGNOSTIC_PROCEDURE","","4"
"crossing the legs","crossing the legs","THERAPEUTIC_PROCEDURE","","1"
"culture for Mycoplasma tuberculosis","culture for Mycoplasma tuberculosis","DIAGNOSTIC_PROCEDURE","","1"
"culture of fluid","culture of fluid","DIAGNOSTIC_PROCEDURE","","1"
"cyst","cyst","DISEASE_DISORDER","","1"
"cystic-solid focal lesion","cystic-solid focal lesion","SIGN_SYMPTOM","","4"
"cystic-solid nodules","cystic-solid nodules","SIGN_SYMPTOM","","1"
"cystic-solid one","cystic-solid one","SIGN_SYMPTOM","","1"
"cystic-solid, spongiform lesions","cystic-solid, spongiform lesions","SIGN_SYMPTOM","","3"
"day geriatric care centre","day geriatric care centre","NONBIOLOGICAL_LOCATION","","1"
"day palliative or hospice care centre","day palliative or hospice care centre","NONBIOLOGICAL_LOCATION","","1"
"degenerative changes of Modic type II","degenerative changes of Modic type II","DISEASE_DISORDER","","1"
"demyelinating focus","demyelinating focus","DISEASE_DISORDER","","1"
"dental check-ups","dental check-ups","DIAGNOSTIC_PROCEDURE","","3"
"department for certification of health status","department for certification of health status","NONBIOLOGICAL_LOCATION","","1"
"department for the chronically ill","department for the chronically ill","NONBIOLOGICAL_LOCATION","","1"
"department for treatment of withdrawal syndromes following psychoactive substances","department for treatment of withdrawal syndromes following psychoactive substances","NONBIOLOGICAL_LOCATION","","1"
"department of anaesthesiology and intensive therapy","department of anaesthesiology and intensive therapy","NONBIOLOGICAL_LOCATION","","1"
"department of food, nutrition and articles of everyday use","department of food, nutrition and articles of everyday use","NONBIOLOGICAL_LOCATION","","1"
"department with enhanced security","department with enhanced security","NONBIOLOGICAL_LOCATION","","2"
"department/centre for therapy of people dependent on psychoactive substances with coexisting psychotic disorders","department/centre for therapy of people dependent on psychoactive substances with coexisting psychotic disorders","NONBIOLOGICAL_LOCATION","","1"
"dependent on psychoactive substances","dependent on psychoactive substances","DISEASE_DISORDER","","2"
"destruction of the Th9 vertebral body","destruction of the Th9 vertebral body","DISEASE_DISORDER","","1"
"developing more slowly","developing more slowly","SIGN_SYMPTOM","","1"
"diabetology clinic","diabetology clinic","NONBIOLOGICAL_LOCATION","","1"
"diabetology department","diabetology department","NONBIOLOGICAL_LOCATION","","1"
"diet in accordance with the principles of healthy eating","diet in accordance with the principles of healthy eating","THERAPEUTIC_PROCEDURE","","1"
"diet with a reduced content of animal and saturated fats","diet with a reduced content of animal and saturated fats","THERAPEUTIC_PROCEDURE","","1"
"diet with restriction of readily absorbed carbohydrates","diet with restriction of readily absorbed carbohydrates","THERAPEUTIC_PROCEDURE","","1"
"diet with restriction of simple sugars","diet with restriction of simple sugars","THERAPEUTIC_PROCEDURE","","1"
"diet with restriction of simple sugars and saturated animal fats","diet with restriction of simple sugars and saturated animal fats","THERAPEUTIC_PROCEDURE","","1"
"difficulties with taking food","difficulties with taking food","SIGN_SYMPTOM","","1"
"diffuse changes","diffuse changes","SIGN_SYMPTOM","","2"
"diffuse marrow activity","diffuse marrow activity","SIGN_SYMPTOM","","1"
"discreetly","discreetly","SEVERITY","","2"
"discreetly metabolically active focus","discreetly metabolically active focus","SIGN_SYMPTOM","","1"
"disseminated malignant disease of unknown primary origin","disseminated malignant disease of unknown primary origin","DISEASE_DISORDER","","1"
"disseminated metastatic lesions","disseminated metastatic lesions","DISEASE_DISORDER","","1"
"disseminated neoplastic process of unknown primary origin","disseminated neoplastic process of unknown primary origin","DISEASE_DISORDER","","1"
"distal epiphysis of the right femur","distal epiphysis of the right femur","BIOLOGICAL_STRUCTURE","","3"
"dorsal part of the ventricles","dorsal part of the ventricles","BIOLOGICAL_STRUCTURE","","1"
"dorsal parts of the nasal cavities","dorsal parts of the nasal cavities","BIOLOGICAL_STRUCTURE","","1"
"dressed","dressed","THERAPEUTIC_PROCEDURE","","2"
"driving vehicles on public roads","driving vehicles on public roads","ACTIVITY","","2"
"dural sac","dural sac","BIOLOGICAL_STRUCTURE","","1"
"easily digestible diet","easily digestible diet","THERAPEUTIC_PROCEDURE","","1"
"echo reflections","echo reflections","SIGN_SYMPTOM","","1"
"educational discussion","educational discussion","CLINICAL_EVENT","","1"
"effaced","effaced","SIGN_SYMPTOM","","1"
"effacing the root recesses","effacing the root recesses","SIGN_SYMPTOM","","1"
"electrolytes","electrolytes","LAB_VALUE","","1"
"embolised vessels","embolised vessels","BIOLOGICAL_STRUCTURE","","1"
"emergency department","emergency department","NONBIOLOGICAL_LOCATION","","1"
"encouraging fluid intake","encouraging fluid intake","THERAPEUTIC_PROCEDURE","","1"
"endocrine osteoporosis clinic","endocrine osteoporosis clinic","NONBIOLOGICAL_LOCATION","","1"
"endovascular treatment","endovascular treatment","THERAPEUTIC_PROCEDURE","","2"
"enhances in a punctate manner","enhances in a punctate manner","SIGN_SYMPTOM","","1"
"enhances intensely","enhances intensely","SIGN_SYMPTOM","","1"
"enlarged nodal conglomerates","enlarged nodal conglomerates","SIGN_SYMPTOM","","1"
"epidermis","epidermis","BIOLOGICAL_STRUCTURE","","1"
"establish feeding access","establish feeding access","THERAPEUTIC_PROCEDURE","","1"
"ethmoid air cells on the right side","ethmoid air cells on the right side","BIOLOGICAL_STRUCTURE","","1"
"excised","excised","THERAPEUTIC_PROCEDURE","","2"
"excision","excision","THERAPEUTIC_PROCEDURE","","1"
"exercises aimed at achieving an upright position","exercises aimed at achieving an upright position","THERAPEUTIC_PROCEDURE","","1"
"exophytic isoechoic focus","exophytic isoechoic focus","SIGN_SYMPTOM","","1"
"extended inferomedial margin","extended inferomedial margin","BIOLOGICAL_STRUCTURE","","1"
"extending retrosternally","extending retrosternally","SIGN_SYMPTOM","","1"
"extension beyond the anatomical boundaries of the gland","extension beyond the anatomical boundaries of the gland","SIGN_SYMPTOM","","1"
"extension beyond the anatomical boundaries of the prostate","extension beyond the anatomical boundaries of the prostate","SIGN_SYMPTOM","","1"
"extraosseous invasion","extraosseous invasion","SIGN_SYMPTOM","","2"
"faecal elastase measurement","faecal elastase measurement","DIAGNOSTIC_PROCEDURE","","4"
"faecal stones","faecal stones","SIGN_SYMPTOM","","1"
"family planning and reproduction clinic","family planning and reproduction clinic","NONBIOLOGICAL_LOCATION","","1"
"faster rhythms","faster rhythms","SIGN_SYMPTOM","","1"
"fatty hila","fatty hila","BIOLOGICAL_STRUCTURE","","2"
"fatty hilum","fatty hilum","BIOLOGICAL_STRUCTURE","","1"
"fatty remodelling of the medullary cavity","fatty remodelling of the medullary cavity","SIGN_SYMPTOM","","1"
"fed entirely parenterally","fed entirely parenterally","THERAPEUTIC_PROCEDURE","","1"
"feed the patient","feed the patient","THERAPEUTIC_PROCEDURE","","1"
"feldsher point","feldsher point","NONBIOLOGICAL_LOCATION","","1"
"femoral component of the prosthesis","femoral component of the prosthesis","BIOLOGICAL_STRUCTURE","","2"
"fibrinopurulent exudate","fibrinopurulent exudate","SIGN_SYMPTOM","","2"
"fibrinous exudate","fibrinous exudate","SIGN_SYMPTOM","","1"
"fibrotic tissues of the mesorectum","fibrotic tissues of the mesorectum","BIOLOGICAL_STRUCTURE","","1"
"finger-like oedema","finger-like oedema","SIGN_SYMPTOM","","1"
"flozin","flozin","MEDICATION","","1"
"fluid spaces","fluid spaces","SIGN_SYMPTOM","","6"
"flushing of the drain","flushing of the drain","THERAPEUTIC_PROCEDURE","","1"
"focal disturbances of glucose metabolism","focal disturbances of glucose metabolism","SIGN_SYMPTOM","","3"
"focally weakly (+)","focally weakly (+)","LAB_VALUE","","1"
"foci of abnormal post-contrast enhancement","foci of abnormal post-contrast enhancement","SIGN_SYMPTOM","","1"
"foci of altered signal","foci of altered signal","SIGN_SYMPTOM","","1"
"foci of increased signal","foci of increased signal","SIGN_SYMPTOM","","1"
"foci of metabolic activity","foci of metabolic activity","SIGN_SYMPTOM","","4"
"foci of pathological enhancement","foci of pathological enhancement","SIGN_SYMPTOM","","9"
"focus of bone destruction","focus of bone destruction","SIGN_SYMPTOM","","1"
"focus of increased signal","focus of increased signal","SIGN_SYMPTOM","","1"
"focus of post-contrast enhancement","focus of post-contrast enhancement","SIGN_SYMPTOM","","1"
"focus of the active underlying process","focus of the active underlying process","DISEASE_DISORDER","","1"
"follow-up gynaecological visit","follow-up gynaecological visit","CLINICAL_EVENT","","1"
"food for special medical purposes","food for special medical purposes","MEDICATION","","1"
"foramina lacera","foramina lacera","BIOLOGICAL_STRUCTURE","","2"
"foramina ovalia","foramina ovalia","BIOLOGICAL_STRUCTURE","","2"
"foramina rotunda","foramina rotunda","BIOLOGICAL_STRUCTURE","","1"
"forearm","forearm","BIOLOGICAL_STRUCTURE","","1"
"forensic psychiatry department with maximum security","forensic psychiatry department with maximum security","NONBIOLOGICAL_LOCATION","","2"
"frequent laundering of clothing","frequent laundering of clothing","ACTIVITY","","1"
"frequent small meals","frequent small meals","THERAPEUTIC_PROCEDURE","","1"
"frontoparietal junction","frontoparietal junction","BIOLOGICAL_STRUCTURE","","1"
"gastric cardia","gastric cardia","BIOLOGICAL_STRUCTURE","","1"
"gastric tube was inserted","gastric tube was inserted","THERAPEUTIC_PROCEDURE","","1"
"gastrointestinal tract","gastrointestinal tract","BIOLOGICAL_STRUCTURE","","1"
"gastrology clinic","gastrology clinic","NONBIOLOGICAL_LOCATION","","1"
"general radiodiagnostics unit","general radiodiagnostics unit","NONBIOLOGICAL_LOCATION","","1"
"genetically investigated","genetically investigated","DIAGNOSTIC_PROCEDURE","","2"
"geriatrics department","geriatrics department","NONBIOLOGICAL_LOCATION","","1"
"gland","gland","BIOLOGICAL_STRUCTURE","","1"
"glucose 100 mg/dl","glucose 100 mg/dl","LAB_VALUE","","1"
"glucose 160 mg/dl","glucose 160 mg/dl","LAB_VALUE","","1"
"good general condition","good general condition","SIGN_SYMPTOM","","1"
"good verbal and logical contact","good verbal and logical contact","SIGN_SYMPTOM","","1"
"grasped","grasped","THERAPEUTIC_PROCEDURE","","1"
"group IIa on the left side","group IIa on the left side","AREA","","1"
"group IIa on the right side","group IIa on the right side","AREA","","1"
"group IIb on the left side","group IIb on the left side","AREA","","1"
"group IVa on the left","group IVa on the left","AREA","","1"
"group IVb on the left","group IVb on the left","AREA","","1"
"group IVb on the right","group IVb on the right","AREA","","1"
"group IVb on the right side","group IVb on the right side","AREA","","1"
"group VIa nodes on the left","group VIa nodes on the left","BIOLOGICAL_STRUCTURE","","1"
"groups I and II bilaterally","groups I and II bilaterally","BIOLOGICAL_STRUCTURE","","1"
"gynaecological investigation","gynaecological investigation","DIAGNOSTIC_PROCEDURE","","1"
"gynaecology clinic for girls","gynaecology clinic for girls","NONBIOLOGICAL_LOCATION","","1"
"haematological consultation","haematological consultation","DIAGNOSTIC_PROCEDURE","","1"
"haemodynamically insignificant","haemodynamically insignificant","DETAILED_DESCRIPTION","","2"
"haemosiderin deposits","haemosiderin deposits","SIGN_SYMPTOM","","2"
"hard palate on the left side","hard palate on the left side","BIOLOGICAL_STRUCTURE","","1"
"having blood taken","having blood taken","DIAGNOSTIC_PROCEDURE","","1"
"head","head","BIOLOGICAL_STRUCTURE","","2"
"healed normally","healed normally","OUTCOME","","1"
"health education and promotion department","health education and promotion department","NONBIOLOGICAL_LOCATION","","1"
"health prophylaxis and pre-medical assistance office","health prophylaxis and pre-medical assistance office","NONBIOLOGICAL_LOCATION","","1"
"healthy, balanced diet","healthy, balanced diet","THERAPEUTIC_PROCEDURE","","1"
"hearing aid fitting or supply centre","hearing aid fitting or supply centre","NONBIOLOGICAL_LOCATION","","1"
"hearing assessment unit","hearing assessment unit","NONBIOLOGICAL_LOCATION","","1"
"hearing implant system fitting unit","hearing implant system fitting unit","NONBIOLOGICAL_LOCATION","","1"
"heparin ointment","heparin ointment","MEDICATION","","1"
"hepatology clinic","hepatology clinic","NONBIOLOGICAL_LOCATION","","1"
"herbal medicine","herbal medicine","THERAPEUTIC_PROCEDURE","","1"
"heterogeneous echostructure","heterogeneous echostructure","SIGN_SYMPTOM","","1"
"heterogeneous isoechoic area","heterogeneous isoechoic area","SIGN_SYMPTOM","","1"
"heterogeneous post-contrast enhancement","heterogeneous post-contrast enhancement","SIGN_SYMPTOM","","3"
"heterogeneously enhancing","heterogeneously enhancing","SIGN_SYMPTOM","","1"
"heterogeneously hyperechoic nodule","heterogeneously hyperechoic nodule","SIGN_SYMPTOM","","1"
"heterogeneously increased signal on T2-weighted images","heterogeneously increased signal on T2-weighted images","SIGN_SYMPTOM","","1"
"heterogeneously reduced echogenicity","heterogeneously reduced echogenicity","SIGN_SYMPTOM","","3"
"high glucose reading","high glucose reading","SIGN_SYMPTOM","","1"
"hip","hip","AREA","","1"
"home care team attached to a psychiatric nursing and care or care and treatment facility/department","home care team attached to a psychiatric nursing and care or care and treatment facility/department","NONBIOLOGICAL_LOCATION","","1"
"home, family care","home, family care","THERAPEUTIC_PROCEDURE","","1"
"hospital/institutional pharmacy","hospital/institutional pharmacy","NONBIOLOGICAL_LOCATION","","1"
"hospital/institutional pharmacy/pharmacy department","hospital/institutional pharmacy/pharmacy department","NONBIOLOGICAL_LOCATION","","1"
"hydrosyringomyelic cavity","hydrosyringomyelic cavity","DISEASE_DISORDER","","1"
"hygiene and epidemiology department","hygiene and epidemiology department","NONBIOLOGICAL_LOCATION","","1"
"hyperechoic focal lesions","hyperechoic focal lesions","SIGN_SYMPTOM","","3"
"hyperechoic nodule","hyperechoic nodule","SIGN_SYMPTOM","","1"
"hypertensiology department","hypertensiology department","NONBIOLOGICAL_LOCATION","","1"
"hypoallergenic liquid soap","hypoallergenic liquid soap","MEDICATION","","1"
"hypoechoic areas","hypoechoic areas","SIGN_SYMPTOM","","3"
"hypoechoic centre","hypoechoic centre","SIGN_SYMPTOM","","1"
"hypoechoic halo","hypoechoic halo","SIGN_SYMPTOM","","1"
"hypoechoic lesion","hypoechoic lesion","SIGN_SYMPTOM","","6"
"hypoechoic nodule","hypoechoic nodule","SIGN_SYMPTOM","","1"
"hypoechoic nodules","hypoechoic nodules","SIGN_SYMPTOM","","1"
"hypoechoic nodules with fluid spaces and a hypoechoic rim","hypoechoic nodules with fluid spaces and a hypoechoic rim","SIGN_SYMPTOM","","1"
"hypoechoic rims","hypoechoic rims","SIGN_SYMPTOM","","1"
"hypoechoic tissue","hypoechoic tissue","BIOLOGICAL_STRUCTURE","","1"
"hypoechoic, heterogeneous solid nodule","hypoechoic, heterogeneous solid nodule","SIGN_SYMPTOM","","1"
"hypoechoic, spiculated lesion","hypoechoic, spiculated lesion","SIGN_SYMPTOM","","1"
"hypoechoic, well-demarcated lesion","hypoechoic, well-demarcated lesion","SIGN_SYMPTOM","","4"
"i-gel","i-gel","THERAPEUTIC_PROCEDURE","","7"
"implantable cardiac device unit","implantable cardiac device unit","NONBIOLOGICAL_LOCATION","","1"
"implantation of a Genous stent","implantation of a Genous stent","THERAPEUTIC_PROCEDURE","","2"
"implantation of a stent graft","implantation of a stent graft","THERAPEUTIC_PROCEDURE","","2"
"improvement in the mobility","improvement in the mobility","OUTCOME","","1"
"in 3-5 days","in 3-5 days","TIME","","1"
"incising","incising","THERAPEUTIC_PROCEDURE","","1"
"increase in fluid intake","increase in fluid intake","THERAPEUTIC_PROCEDURE","","1"
"increase in perfusion parameters","increase in perfusion parameters","SIGN_SYMPTOM","","1"
"increased cord signal","increased cord signal","SIGN_SYMPTOM","","1"
"increased metabolic activity","increased metabolic activity","SIGN_SYMPTOM","","1"
"increased signal on T2-weighted images","increased signal on T2-weighted images","SIGN_SYMPTOM","","1"
"increased tracer accumulation","increased tracer accumulation","SIGN_SYMPTOM","","1"
"increased vascularity","increased vascularity","SIGN_SYMPTOM","","5"
"infection","infection","DISEASE_DISORDER","","1"
"infection with a strain producing VIM beta-lactamases","infection with a strain producing VIM beta-lactamases","DISEASE_DISORDER","","2"
"inferior resection line","inferior resection line","BIOLOGICAL_STRUCTURE","","1"
"infiltrate","infiltrate","DISEASE_DISORDER","","1"
"infiltration of blood and lymphatic vessels","infiltration of blood and lymphatic vessels","SIGN_SYMPTOM","","1"
"infiltration of the meninges","infiltration of the meninges","DISEASE_DISORDER","","1"
"infiltration of the neck muscles","infiltration of the neck muscles","SIGN_SYMPTOM","","1"
"inflammatory granulation tissue","inflammatory granulation tissue","SIGN_SYMPTOM","","2"
"inflating the cuff","inflating the cuff","THERAPEUTIC_PROCEDURE","","1"
"inflows","inflows","SIGN_SYMPTOM","","1"
"initial segment of the vertebral artery","initial segment of the vertebral artery","BIOLOGICAL_STRUCTURE","","1"
"inner-posterior wall","inner-posterior wall","BIOLOGICAL_STRUCTURE","","1"
"inpatient spa department","inpatient spa department","NONBIOLOGICAL_LOCATION","","1"
"inpatient spa department in an adapted underground mine working","inpatient spa department in an adapted underground mine working","NONBIOLOGICAL_LOCATION","","1"
"inpatient spa rehabilitation department","inpatient spa rehabilitation department","NONBIOLOGICAL_LOCATION","","1"
"inserting an intraosseous line","inserting an intraosseous line","THERAPEUTIC_PROCEDURE","","1"
"inserting an intravenous line","inserting an intravenous line","THERAPEUTIC_PROCEDURE","","1"
"insufficiency of the deep veins of the limb","insufficiency of the deep veins of the limb","DISEASE_DISORDER","","1"
"intensive therapy department","intensive therapy department","NONBIOLOGICAL_LOCATION","","1"
"intermediate nuclear atypia","intermediate nuclear atypia","DETAILED_DESCRIPTION","","2"
"intestinal and vascular resection lines","intestinal and vascular resection lines","BIOLOGICAL_STRUCTURE","","3"
"into the abdomen","into the abdomen","ADMINISTRATION","","1"
"into the thigh","into the thigh","ADMINISTRATION","","1"
"intratendinous segment","intratendinous segment","BIOLOGICAL_STRUCTURE","","1"
"invasion","invasion","SIGN_SYMPTOM","","1"
"involvement by the underlying process","involvement by the underlying process","DISEASE_DISORDER","","1"
"iron","iron","MEDICATION","","1"
"irradiated leucocyte-depleted packed red blood cells","irradiated leucocyte-depleted packed red blood cells","MEDICATION","","1"
"irregular external outlines","irregular external outlines","SIGN_SYMPTOM","","2"
"isoechoic","isoechoic","TEXTURE","","6"
"isoechoic focal lesion","isoechoic focal lesion","SIGN_SYMPTOM","","1"
"isoechoic lesion","isoechoic lesion","SIGN_SYMPTOM","","5"
"isoechoic lesion with a fluid space","isoechoic lesion with a fluid space","SIGN_SYMPTOM","","1"
"isoechoic lesions","isoechoic lesions","SIGN_SYMPTOM","","2"
"isometric and contact sports","isometric and contact sports","ACTIVITY","","1"
"issue of a DILO card","issue of a DILO card","CLINICAL_EVENT","","1"
"joint between the calcaneus and the talus","joint between the calcaneus and the talus","BIOLOGICAL_STRUCTURE","","1"
"jugular notch of the sternum","jugular notch of the sternum","BIOLOGICAL_STRUCTURE","","1"
"junction of the L3/L4 spinous processes","junction of the L3/L4 spinous processes","BIOLOGICAL_STRUCTURE","","1"
"junction of the ischium and pubis","junction of the ischium and pubis","BIOLOGICAL_STRUCTURE","","1"
"junction of the right ischium and pubis","junction of the right ischium and pubis","BIOLOGICAL_STRUCTURE","","1"
"keeping a diary","keeping a diary","ACTIVITY","","1"
"keeping to regular mealtimes","keeping to regular mealtimes","ACTIVITY","","1"
"kinesiotherapy department","kinesiotherapy department","NONBIOLOGICAL_LOCATION","","1"
"laboratory","laboratory","NONBIOLOGICAL_LOCATION","","1"
"laboratory diagnostics unit","laboratory diagnostics unit","NONBIOLOGICAL_LOCATION","","1"
"large bowel","large bowel","BIOLOGICAL_STRUCTURE","","1"
"large cervical vessels","large cervical vessels","BIOLOGICAL_STRUCTURE","","1"
"laryngeal infiltrate","laryngeal infiltrate","SIGN_SYMPTOM","","2"
"lateral part of the right side of the C2 vertebra","lateral part of the right side of the C2 vertebra","BIOLOGICAL_STRUCTURE","","1"
"lateral part of the tonsil","lateral part of the tonsil","BIOLOGICAL_STRUCTURE","","1"
"left 8th rib","left 8th rib","BIOLOGICAL_STRUCTURE","","1"
"left frontal horn","left frontal horn","BIOLOGICAL_STRUCTURE","","1"
"left lateral part","left lateral part","AREA","","1"
"left mastoid air cells","left mastoid air cells","BIOLOGICAL_STRUCTURE","","1"
"left palatine nerve canals","left palatine nerve canals","BIOLOGICAL_STRUCTURE","","2"
"left wall of the rectum","left wall of the rectum","BIOLOGICAL_STRUCTURE","","2"
"left-sided cervical lymphadenectomy","left-sided cervical lymphadenectomy","THERAPEUTIC_PROCEDURE","","1"
"left-sided modified neck dissection (I-V)","left-sided modified neck dissection (I-V)","THERAPEUTIC_PROCEDURE","","1"
"leg muscles","leg muscles","BIOLOGICAL_STRUCTURE","","1"
"legs","legs","BIOLOGICAL_STRUCTURE","","2"
"lens-shaped","lens-shaped","SHAPE","","1"
"lesion","lesion","SIGN_SYMPTOM","","9"
"lesions","lesions","SIGN_SYMPTOM","","3"
"level IIa - VIII","level IIa - VIII","AREA","","1"
"level IIa lymph node on the right side","level IIa lymph node on the right side","BIOLOGICAL_STRUCTURE","","1"
"levels C3 and C6/C7","levels C3 and C6/C7","BIOLOGICAL_STRUCTURE","","1"
"lifting a heavy suitcase","lifting a heavy suitcase","ACTIVITY","","1"
"limb","limb","BIOLOGICAL_STRUCTURE","","2"
"limit fluid intake","limit fluid intake","THERAPEUTIC_PROCEDURE","","1"
"line","line","ADMINISTRATION","","1"
"lipid dermocosmetics of the Cetaphil type","lipid dermocosmetics of the Cetaphil type","MEDICATION","","1"
"liver","liver","BIOLOGICAL_STRUCTURE","","1"
"liver-friendly, blended diet","liver-friendly, blended diet","THERAPEUTIC_PROCEDURE","","1"
"lobulated margin","lobulated margin","SHAPE","","1"
"loss of sphincter control","loss of sphincter control","SIGN_SYMPTOM","","2"
"low glycaemic index diet","low glycaemic index diet","THERAPEUTIC_PROCEDURE","","1"
"lower pole","lower pole","AREA","","1"
"lubricating the epidermis","lubricating the epidermis","THERAPEUTIC_PROCEDURE","","1"
"lubricating the skin","lubricating the skin","THERAPEUTIC_PROCEDURE","","1"
"lumen of the initial segment of the RICA","lumen of the initial segment of the RICA","BIOLOGICAL_STRUCTURE","","1"
"lumen of the vessel","lumen of the vessel","BIOLOGICAL_STRUCTURE","","1"
"lung","lung","BIOLOGICAL_STRUCTURE","","2"
"lying down with the legs raised","lying down with the legs raised","THERAPEUTIC_PROCEDURE","","1"
"lymph nodes","lymph nodes","BIOLOGICAL_STRUCTURE","","3"
"lymphoedema treatment clinic","lymphoedema treatment clinic","NONBIOLOGICAL_LOCATION","","1"
"lytic focus","lytic focus","SIGN_SYMPTOM","","1"
"malignant lymphoproliferative process","malignant lymphoproliferative process","DISEASE_DISORDER","","1"
"marching in place","marching in place","THERAPEUTIC_PROCEDURE","","1"
"margins of the tongue","margins of the tongue","BIOLOGICAL_STRUCTURE","","2"
"measurement of the volume of fluid drained","measurement of the volume of fluid drained","DIAGNOSTIC_PROCEDURE","","1"
"medial plate of the right pterygoid process","medial plate of the right pterygoid process","BIOLOGICAL_STRUCTURE","","1"
"medial resection line","medial resection line","BIOLOGICAL_STRUCTURE","","1"
"medical transport team","medical transport team","NONBIOLOGICAL_LOCATION","","1"
"medullary cavity of the proximal metaphysis of the right femur","medullary cavity of the proximal metaphysis of the right femur","BIOLOGICAL_STRUCTURE","","1"
"meninges","meninges","BIOLOGICAL_STRUCTURE","","1"
"mesorectal infiltrate","mesorectal infiltrate","DISEASE_DISORDER","","1"
"metabolic diseases","metabolic diseases","DISEASE_DISORDER","","1"
"metabolically active","metabolically active","SIGN_SYMPTOM","","1"
"metabolically active disturbance of bone structure","metabolically active disturbance of bone structure","SIGN_SYMPTOM","","1"
"metabolically active mass","metabolically active mass","SIGN_SYMPTOM","","3"
"metabolically active neoplastic process","metabolically active neoplastic process","DISEASE_DISORDER","","1"
"microbiological diagnostics unit","microbiological diagnostics unit","NONBIOLOGICAL_LOCATION","","1"
"mid lateral and posterior segments","mid lateral and posterior segments","BIOLOGICAL_STRUCTURE","","2"
"mid portion of the right lobe","mid portion of the right lobe","AREA","","1"
"mid-sized","mid-sized","DETAILED_DESCRIPTION","","1"
"mid-thigh","mid-thigh","BIOLOGICAL_STRUCTURE","","1"
"mixed vascularity","mixed vascularity","SIGN_SYMPTOM","","4"
"moderate general condition","moderate general condition","SIGN_SYMPTOM","","1"
"moderate-grade","moderate-grade","SEVERITY","","1"
"moderate-to-good general condition","moderate-to-good general condition","SIGN_SYMPTOM","","1"
"modified neck dissection on the left side","modified neck dissection on the left side","THERAPEUTIC_PROCEDURE","","1"
"monitoring of body weight","monitoring of body weight","DIAGNOSTIC_PROCEDURE","","1"
"monitoring of electrolytes","monitoring of electrolytes","DIAGNOSTIC_PROCEDURE","","1"
"monotonous nuclei","monotonous nuclei","SIGN_SYMPTOM","","1"
"months September to March","months September to March","DURATION","","1"
"moulding of the course","moulding of the course","SIGN_SYMPTOM","","1"
"moving about the home independently","moving about the home independently","ACTIVITY","","1"
"mucosal changes","mucosal changes","SIGN_SYMPTOM","","3"
"mucous secretion tinged with blood","mucous secretion tinged with blood","SIGN_SYMPTOM","","1"
"multidisciplinary medical department","multidisciplinary medical department","NONBIOLOGICAL_LOCATION","","1"
"multidisciplinary surgical department","multidisciplinary surgical department","NONBIOLOGICAL_LOCATION","","1"
"multifocal recurrence","multifocal recurrence","DISEASE_DISORDER","","1"
"muscles","muscles","BIOLOGICAL_STRUCTURE","","1"
"muscular layer of the bowel wall","muscular layer of the bowel wall","BIOLOGICAL_STRUCTURE","","1"
"narrowing of the joint space","narrowing of the joint space","SIGN_SYMPTOM","","1"
"nasopharynx on the right side","nasopharynx on the right side","BIOLOGICAL_STRUCTURE","","4"
"neck bilaterally","neck bilaterally","AREA","","1"
"neck on the left side","neck on the left side","BIOLOGICAL_STRUCTURE","","1"
"necrotic cavity","necrotic cavity","SIGN_SYMPTOM","","5"
"neonatal ambulance team","neonatal ambulance team","NONBIOLOGICAL_LOCATION","","1"
"neonatology department","neonatology department","NONBIOLOGICAL_LOCATION","","1"
"nerve","nerve","BIOLOGICAL_STRUCTURE","","1"
"neuroinvasion","neuroinvasion","SIGN_SYMPTOM","","1"
"neurological consultation","neurological consultation","DIAGNOSTIC_PROCEDURE","","2"
"neurovascular conflict","neurovascular conflict","DISEASE_DISORDER","","1"
"nodal group IV on the left side","nodal group IV on the left side","BIOLOGICAL_STRUCTURE","","1"
"nodal groups I and II bilaterally","nodal groups I and II bilaterally","AREA","","1"
"nodes","nodes","BIOLOGICAL_STRUCTURE","","1"
